carat,cut,color,clarity,depth,table,x,y,z,price
0.75,Premium,F,SI1,61.1,59.0,5.86,5.79,3.56,2744
0.66,Good,F,SI1,60.4,60.1,5.59,5.65,3.39,2017
0.59,Premium,F,SI1,62.4,59.0,5.37,5.33,3.34,1561
0.32,Ideal,F,IF,62.2,55.0,4.38,4.4,2.73,1010
1.23,Ideal,J,VS2,61.5,57.0,6.85,6.9,4.23,5030
0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,526
1.5,Very Good,E,SI1,58.6,62.0,7.43,7.46,4.36,10626
0.5,Very Good,G,VS1,61.0,59.0,5.09,5.14,3.12,1624
1.2,Ideal,G,SI1,61.2,56.0,6.87,6.88,4.21,7920
0.4,Ideal,G,IF,61.5,57.0,4.72,4.76,2.91,1257
0.72,Ideal,D,SI1,61.2,56.0,5.77,5.79,3.54,3722
0.3,Ideal,G,VS1,61.7,54.6,4.3,4.33,2.67,618
0.34,Ideal,G,IF,61.7,55.0,4.5,4.48,2.77,1084
1.51,Very Good,D,SI2,59.7,58.0,7.43,7.48,4.45,9627
0.51,Good,G,VVS2,63.7,54.0,5.1,5.08,3.24,1895
1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,10020
0.39,Ideal,E,VS1,60.2,56.0,4.78,4.79,2.88,876
0.73,Ideal,E,SI2,62.1,56.0,5.74,5.79,3.58,2467
0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64,3016
0.5,Premium,F,VS2,61.4,59.0,5.12,5.1,3.14,1736
0.34,Premium,G,VS2,61.2,59.0,4.49,4.43,2.73,765
1.55,Premium,H,VS2,60.7,59.0,7.5,7.46,4.54,11846
0.47,Good,F,VS1,60.0,60.1,5.04,5.06,3.03,1243
2.01,Premium,G,SI2,59.4,58.0,8.19,8.15,4.85,15562
0.32,Ideal,I,IF,61.7,55.0,4.4,4.42,2.72,655
1.0,Good,E,SI1,63.9,55.0,6.28,6.34,4.03,4646
0.7,Ideal,H,SI2,63.1,54.0,5.64,5.68,3.57,1973
1.01,Very Good,G,VS1,63.1,57.0,6.32,6.39,4.01,6936
1.57,Ideal,G,VS1,61.2,57.0,7.53,7.6,4.63,15301
0.31,Premium,E,VS2,60.3,58.0,4.37,4.42,2.65,680
0.3,Premium,J,VS1,62.6,58.0,4.31,4.28,2.69,506
0.32,Ideal,G,VVS2,62.2,56.0,4.34,4.38,2.71,730
0.53,Good,J,VS2,63.8,57.0,5.1,5.12,3.26,1023
1.07,Premium,H,VS2,62.4,57.0,6.58,6.52,4.09,5573
0.35,Ideal,H,VS1,62.0,56.0,4.56,4.54,2.82,788
0.3,Good,F,VVS2,66.0,55.0,4.19,4.21,2.77,613
1.01,Premium,I,SI2,59.6,62.0,6.56,6.5,3.89,3767
1.13,Ideal,H,SI1,61.5,56.0,6.69,6.71,4.12,6075
1.31,Ideal,H,VS2,61.8,57.0,7.02,7.06,4.35,8261
1.54,Premium,G,SI2,59.4,60.0,7.52,7.49,4.46,7848
1.55,Premium,H,SI2,62.0,56.0,7.41,7.37,4.58,7319
0.5,Very Good,E,VS2,61.3,58.0,5.06,5.12,3.12,1624
0.41,Ideal,F,VS2,61.8,56.0,4.79,4.76,2.95,1107
0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,1892
0.31,Premium,D,SI2,60.1,60.0,4.38,4.41,2.64,462
1.23,Good,H,SI2,63.8,57.4,6.72,6.78,4.31,5412
1.2,Premium,F,VS1,61.8,59.0,6.79,6.76,4.19,8669
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,7072
1.2,Premium,E,VVS2,62.3,59.0,6.83,6.79,4.24,12787
1.52,Premium,H,VVS2,63.0,60.0,7.3,7.25,4.58,12013
1.11,Good,F,SI1,63.1,56.0,6.59,6.63,4.17,5769
1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93,6405
0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
2.0,Ideal,H,SI1,62.9,56.0,8.06,7.97,5.04,13320
2.16,Ideal,I,SI1,62.0,56.0,8.28,8.3,5.14,18029
0.3,Very Good,G,VS1,62.4,58.0,4.22,4.24,2.64,605
0.75,Good,D,SI2,59.9,61.0,5.9,5.96,3.55,2541
1.0,Good,J,VVS2,63.7,57.0,6.34,6.31,4.03,3265
0.61,Ideal,E,I1,63.4,57.0,5.43,5.37,3.42,1255
0.33,Ideal,H,IF,62.0,55.0,4.46,4.48,2.77,838
1.01,Fair,G,SI2,58.7,67.0,6.52,6.56,3.84,3816
0.63,Ideal,G,VVS2,62.6,56.0,5.45,5.48,3.42,2442
0.5,Very Good,D,VS2,62.8,60.0,5.02,5.08,3.17,1627
0.25,Premium,E,VVS2,62.5,59.0,4.02,4.04,2.52,576
0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15,1286
1.0,Premium,G,VS1,60.9,60.0,6.45,6.42,3.92,6097
0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,2028
0.71,Ideal,I,VS2,62.1,57.0,5.72,5.64,3.53,2270
0.3,Ideal,G,IF,61.8,57.0,4.28,4.31,2.65,844
1.2,Premium,I,VS2,62.1,59.0,6.77,6.72,4.19,5474
1.0,Premium,E,VS1,61.1,60.0,6.41,6.43,3.92,7452
1.51,Premium,G,SI1,62.2,58.0,7.3,7.26,4.53,10688
0.3,Very Good,H,SI1,60.9,59.0,4.29,4.31,2.62,432
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,687
0.5,Premium,E,VS2,61.4,58.0,5.1,5.07,3.12,1629
0.3,Ideal,G,VS2,61.3,56.0,4.28,4.3,2.63,526
0.4,Ideal,F,SI1,62.0,54.0,4.76,4.79,2.96,694
0.7,Premium,F,SI1,61.0,59.0,5.75,5.69,3.49,2423
0.32,Ideal,D,VS2,61.5,56.0,4.39,4.42,2.71,758
0.73,Ideal,G,SI1,61.9,55.0,5.76,5.8,3.58,3089
0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2896
1.07,Ideal,F,VS2,62.4,55.0,6.53,6.57,4.09,7483
1.54,Ideal,G,VS2,60.6,57.0,7.55,7.49,4.56,13761
1.09,Ideal,G,SI2,62.1,56.0,6.59,6.66,4.12,4586
0.4,Ideal,E,VVS2,61.8,55.0,4.78,4.74,2.94,1238
0.34,Very Good,I,VS2,61.6,56.0,4.47,4.51,2.76,457
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,18252
0.9,Good,G,SI1,63.1,59.0,6.11,6.15,3.87,3734
0.33,Ideal,H,IF,61.0,55.0,4.5,4.49,2.74,959
0.7,Good,I,SI1,62.8,59.0,5.59,5.65,3.53,1790
1.35,Very Good,G,VS1,60.1,56.0,7.16,7.21,4.32,9729
0.56,Ideal,E,VVS1,62.1,56.0,5.28,5.29,3.28,2750
0.26,Ideal,G,VS1,62.1,54.0,4.1,4.14,2.56,456
0.31,Ideal,D,VS2,62.7,55.0,4.31,4.34,2.71,734
0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81,3290
1.12,Ideal,G,VS2,62.1,57.0,6.6,6.63,4.11,6209
0.46,Ideal,F,VS1,61.7,56.0,4.93,4.96,3.05,1643
0.32,Premium,G,VVS2,60.2,60.0,4.42,4.45,2.67,730
0.31,Ideal,F,VS1,61.1,57.0,4.34,4.36,2.66,729
0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,2563
0.31,Premium,E,VS2,60.5,60.0,4.34,4.39,2.64,544
0.41,Very Good,G,VS1,61.5,58.0,4.76,4.8,2.94,899
0.37,Ideal,E,VS2,61.0,56.0,4.64,4.67,2.84,762
0.53,Ideal,G,IF,62.7,56.0,5.23,5.13,3.25,2137
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,8854
0.61,Premium,I,VS2,61.8,56.0,5.44,5.41,3.35,1438
0.23,Very Good,D,VVS1,62.4,58.0,3.91,3.97,2.46,530
0.41,Ideal,F,VS2,61.0,57.0,4.76,4.81,2.92,863
2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,16624
0.31,Very Good,D,SI1,62.9,57.0,4.27,4.32,2.7,571
0.31,Premium,G,VS2,61.7,59.0,4.31,4.34,2.67,544
1.28,Very Good,D,SI2,61.2,58.0,6.96,7.09,4.3,6811
0.34,Ideal,H,VVS1,62.0,54.0,4.46,4.48,2.77,775
0.9,Good,F,SI1,64.2,56.0,6.02,6.1,3.89,4232
1.06,Premium,G,SI1,62.2,57.0,6.53,6.47,4.04,5113
0.91,Ideal,G,VS1,62.1,57.0,6.17,6.2,3.84,5795
0.5,Very Good,E,SI1,61.4,63.0,5.1,5.06,3.12,1238
1.73,Very Good,G,VS1,62.8,57.0,7.57,7.72,4.8,15014
1.02,Very Good,D,IF,61.7,59.0,6.42,6.52,3.99,17100
1.01,Premium,G,VVS2,60.9,59.0,6.54,6.59,4.0,6843
0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
1.0,Very Good,F,SI2,62.8,57.0,6.37,6.44,4.02,4081
0.72,Premium,D,SI1,62.7,59.0,5.69,5.73,3.58,2757
0.41,Ideal,E,VVS2,61.7,56.0,4.77,4.8,2.95,1432
0.34,Premium,D,VS2,62.1,58.0,4.45,4.5,2.78,805
0.41,Premium,E,VS1,59.9,58.0,4.83,4.88,2.91,1079
1.22,Ideal,F,VS1,62.6,55.0,6.86,6.82,4.28,9756
1.01,Premium,H,SI1,60.3,59.0,6.45,6.42,3.88,4191
1.21,Ideal,G,VS2,61.8,57.0,6.83,6.79,4.21,8001
0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,1282
0.52,Premium,G,SI2,62.5,59.0,5.1,5.07,3.18,1001
0.43,Very Good,H,VS2,63.4,55.0,4.82,4.86,3.07,994
0.4,Ideal,D,VS2,61.6,57.0,4.71,4.77,2.92,982
0.3,Ideal,G,VVS2,60.6,57.0,4.33,4.35,2.63,684
1.01,Ideal,F,SI1,63.0,57.0,6.39,6.34,4.01,4559
0.71,Ideal,I,SI2,61.6,56.0,5.72,5.74,3.53,1947
0.71,Ideal,F,VS1,61.5,56.0,5.72,5.75,3.52,3710
0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
0.27,Very Good,D,VVS2,62.3,57.0,4.13,4.15,2.58,622
1.36,Ideal,J,VVS2,61.9,56.0,7.16,7.13,4.42,6973
1.05,Ideal,J,SI1,62.3,56.0,6.47,6.5,4.04,4253
0.3,Ideal,E,VS2,62.1,55.0,4.3,4.33,2.68,658
0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4924
1.22,Very Good,G,SI1,63.4,57.0,6.74,6.77,4.28,6278
0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76,906
0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,730
0.31,Very Good,F,VS2,61.4,55.0,4.32,4.34,2.66,625
1.01,Fair,F,VS2,64.8,56.0,6.3,6.25,4.07,4791
0.51,Premium,E,SI1,61.5,58.0,5.14,5.11,3.15,1593
0.86,Ideal,G,VS1,62.2,57.0,6.05,6.1,3.78,4420
0.38,Ideal,E,VS1,62.2,55.0,4.63,4.67,2.89,866
1.05,Ideal,G,VS1,61.1,56.0,6.54,6.59,4.01,7523
0.5,Ideal,E,SI1,60.1,57.0,5.14,5.27,3.13,1410
1.04,Ideal,I,SI1,62.6,56.0,6.55,6.48,4.08,4543
0.33,Ideal,F,SI1,60.6,56.0,4.46,4.49,2.71,550
0.32,Ideal,I,VVS2,61.2,56.0,4.41,4.45,2.71,548
0.42,Ideal,H,VS2,62.5,57.0,4.76,4.81,2.99,773
1.01,Very Good,E,VVS2,63.1,57.0,6.31,6.39,4.01,8849
1.21,Very Good,I,VVS2,61.1,57.0,6.83,6.85,4.18,6653
0.33,Ideal,E,VS1,62.7,57.0,4.45,4.38,2.77,1002
0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,2823
1.26,Ideal,F,VVS2,62.3,57.0,6.87,6.92,4.3,12237
1.35,Ideal,G,VS1,61.5,56.0,7.12,7.15,4.39,10193
0.71,Ideal,E,SI1,61.7,55.0,5.73,5.77,3.55,3376
0.7,Good,H,VVS2,64.3,60.0,5.59,5.55,3.58,2355
0.3,Ideal,H,VS2,61.7,56.0,4.32,4.34,2.67,491
1.51,Ideal,D,SI1,62.0,56.0,7.35,7.39,4.57,13162
0.3,Premium,E,SI1,61.8,60.0,4.28,4.23,2.63,675
0.45,Good,D,VS2,63.7,61.0,4.81,4.73,3.04,1197
1.5,Premium,F,VS2,61.6,58.0,7.37,7.31,4.52,14199
0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
0.91,Ideal,E,SI2,61.5,56.0,6.2,6.23,3.82,3968
0.55,Premium,G,VS2,59.6,59.0,5.32,5.36,3.18,1448
0.76,Ideal,F,SI1,62.7,57.0,5.82,5.85,3.66,2607
1.38,Very Good,H,SI1,63.2,56.0,7.08,7.03,4.46,7836
1.5,Good,G,I1,63.7,57.0,7.28,7.21,4.62,4140
1.17,Ideal,H,SI2,61.4,56.0,6.83,6.76,4.17,5373
0.37,Premium,G,VS1,58.4,59.0,4.76,4.69,2.76,817
1.51,Premium,G,VS2,60.7,60.0,7.36,7.4,4.48,12437
1.0,Good,D,VS2,63.9,56.0,6.34,6.31,4.04,7200
0.26,Good,F,VVS1,64.0,57.0,4.03,4.06,2.59,524
1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,4193
1.01,Very Good,I,SI1,63.2,55.0,6.4,6.32,4.02,3676
1.21,Ideal,G,VVS2,59.4,59.0,6.92,7.01,4.14,9954
0.9,Good,I,SI2,62.2,59.0,6.07,6.11,3.79,2800
0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
0.34,Premium,I,SI1,61.8,57.0,4.51,4.46,2.77,574
1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250
1.0,Very Good,E,SI1,63.1,58.0,6.34,6.2,3.95,4435
1.5,Ideal,H,VVS1,61.2,57.0,7.34,7.4,4.51,14304
0.3,Premium,E,VVS2,61.9,59.0,4.32,4.27,2.66,1013
0.44,Ideal,E,VVS2,61.8,56.0,4.88,4.93,3.03,1274
0.3,Ideal,D,VS2,61.6,56.0,4.31,4.36,2.67,670
0.72,Premium,G,SI1,61.2,62.0,5.75,5.72,3.51,2212
2.03,Ideal,I,SI2,60.8,59.0,8.12,8.2,4.96,13398
0.73,Ideal,H,VVS2,61.6,56.0,5.79,5.84,3.58,2846
0.32,Ideal,F,VS2,61.3,56.0,4.43,4.41,2.71,828
0.38,Ideal,E,VS1,60.7,56.0,4.7,4.72,2.86,933
0.4,Very Good,E,VS2,62.0,57.0,4.66,4.7,2.9,912
0.31,Ideal,E,VS1,61.9,54.4,4.33,4.37,2.69,685
0.73,Premium,E,VS1,62.6,60.0,5.75,5.68,3.58,2826
0.42,Ideal,F,VS1,61.9,57.0,4.79,4.81,2.97,1031
0.73,Ideal,I,VVS1,61.7,57.0,5.83,5.78,3.58,2561
1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,4449
1.01,Very Good,G,IF,62.8,57.0,6.39,6.42,4.02,8621
0.54,Ideal,I,VS1,61.2,58.0,5.24,5.29,3.22,1304
1.7,Ideal,I,VS1,60.1,57.0,7.8,7.77,4.68,12209
0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02,777
0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,2309
0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,524
0.55,Ideal,E,SI1,62.3,56.0,5.23,5.26,3.27,1551
0.31,Ideal,E,VVS1,61.7,56.0,4.36,4.33,2.68,988
1.06,Ideal,D,VS1,62.0,57.0,6.49,6.54,4.04,9625
0.7,Ideal,J,VS1,62.8,56.0,5.64,5.66,3.55,2000
0.42,Ideal,D,VVS2,62.1,55.0,4.78,4.81,2.98,1326
1.24,Premium,H,VS1,62.2,59.0,6.83,6.9,4.27,7092
0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79,906
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2877
1.01,Good,E,SI1,63.8,60.0,6.36,6.31,4.04,4256
0.52,Ideal,E,VS1,62.0,53.0,5.16,5.2,3.21,1893
1.03,Ideal,D,SI1,61.0,57.0,6.48,6.53,3.97,5804
1.05,Good,D,SI1,63.7,59.0,6.42,6.38,4.08,6174
1.31,Very Good,I,SI2,60.9,58.0,7.03,7.07,4.29,5652
0.73,Ideal,F,SI2,62.5,56.0,5.73,5.75,3.59,2455
0.54,Premium,F,VS2,62.0,59.0,5.22,5.16,3.22,1989
0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11,1574
0.31,Ideal,F,VVS2,61.6,55.0,4.35,4.38,2.69,917
0.47,Ideal,D,VS2,61.9,56.0,4.99,5.03,3.1,1319
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,576
1.52,Very Good,G,VS2,62.1,58.0,7.36,7.43,4.59,12840
0.91,Ideal,F,SI2,62.0,57.0,6.15,6.23,3.84,4642
0.5,Ideal,E,VS2,62.1,54.0,5.11,5.13,3.18,1624
0.96,Premium,H,VS2,61.7,55.0,6.36,6.31,3.91,4529
0.42,Ideal,G,VVS1,61.7,55.0,4.78,4.84,2.97,1179
0.38,Premium,D,VS2,61.6,59.0,4.66,4.62,2.86,998
1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84,6407
0.37,Premium,E,VVS2,59.6,60.0,4.75,4.68,2.81,971
0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
0.4,Premium,D,SI1,60.9,60.0,4.78,4.74,2.9,884
1.36,Very Good,H,SI2,61.5,58.0,7.09,7.16,4.38,6279
1.0,Very Good,D,SI2,62.8,58.0,6.29,6.39,3.98,4595
0.35,Ideal,I,VS2,61.7,57.0,4.56,4.52,2.8,630
0.56,Very Good,F,VVS1,61.7,56.0,5.26,5.3,3.26,2321
0.59,Very Good,F,VS2,62.0,58.0,5.35,5.42,3.34,1764
1.28,Very Good,I,SI2,62.6,58.0,6.87,6.89,4.32,5654
1.51,Very Good,G,VS2,63.3,60.0,7.28,7.2,4.58,12872
1.04,Ideal,H,SI1,62.5,57.0,6.5,6.46,4.05,4648
1.51,Very Good,J,SI2,63.2,58.0,7.28,7.25,4.59,6171
0.72,Ideal,I,VVS2,62.5,56.0,5.71,5.74,3.58,2594
0.34,Premium,H,VVS1,61.1,59.0,4.52,4.48,2.75,995
0.37,Ideal,F,SI1,62.4,54.0,4.6,4.63,2.88,616
1.25,Ideal,E,VVS2,60.9,60.0,6.93,6.97,4.23,13006
0.9,Very Good,H,SI1,62.6,58.0,6.08,6.12,3.82,3447
1.09,Very Good,I,VS2,62.0,56.0,6.57,6.59,4.08,4959
0.33,Premium,G,VVS1,62.8,59.0,4.44,4.38,2.77,1114
1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96,5511
2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
0.3,Ideal,D,SI1,61.4,55.0,4.29,4.34,2.65,552
1.09,Ideal,E,SI2,61.6,55.0,6.6,6.64,4.08,5035
0.34,Ideal,E,VS2,62.0,56.0,4.48,4.46,2.77,829
0.27,Ideal,H,VS2,61.7,56.0,4.13,4.17,2.56,451
1.08,Premium,I,SI1,60.5,60.0,6.67,6.61,4.02,4355
1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
0.31,Good,D,SI1,63.5,57.0,4.28,4.32,2.73,571
0.7,Very Good,H,SI1,62.8,57.0,5.61,5.66,3.54,2214
0.5,Very Good,G,VVS2,60.7,57.0,5.1,5.14,3.11,1838
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,749
0.51,Ideal,E,SI2,61.0,56.0,5.2,5.16,3.16,1205
1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,8298
0.33,Very Good,G,VVS2,60.0,63.0,4.49,4.45,2.68,965
1.0,Very Good,F,VS1,59.8,58.0,6.49,6.53,3.89,7710
0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22,2041
0.3,Premium,G,VVS2,60.8,58.0,4.38,4.34,2.65,878
0.42,Good,F,SI1,63.4,56.0,4.76,4.8,3.03,722
1.32,Ideal,I,VS2,60.8,57.0,7.02,7.07,4.28,7079
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9704
2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96,14558
1.01,Good,F,SI1,60.5,64.0,6.48,6.45,3.91,4989
0.81,Premium,D,SI1,60.7,58.0,6.07,5.99,3.66,3135
0.73,Ideal,J,SI1,62.0,56.0,5.74,5.78,3.57,1902
1.16,Premium,F,SI2,61.9,59.0,6.71,6.66,4.14,4476
0.46,Fair,G,VS2,65.3,56.0,4.83,4.76,3.13,1002
1.07,Premium,G,VS2,61.9,60.0,6.55,6.48,4.03,6213
1.27,Premium,F,SI2,61.0,61.0,7.01,6.95,4.26,5428
1.3,Premium,H,VS2,62.7,58.0,7.01,6.97,4.38,5824
1.22,Ideal,G,VS2,59.9,56.0,7.01,6.97,4.19,8485
1.2,Premium,F,SI2,59.9,58.0,6.96,6.9,4.15,6055
0.42,Ideal,D,SI1,61.9,55.0,4.84,4.79,2.98,970
0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,1827
1.03,Premium,J,SI2,62.8,58.0,6.48,6.41,4.05,3634
1.01,Ideal,G,SI2,61.2,57.0,6.45,6.4,3.92,4038
1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,7140
0.52,Ideal,J,VS2,61.6,57.0,5.16,5.19,3.19,1141
0.58,Ideal,H,SI1,61.9,59.0,5.33,5.36,3.31,1389
0.56,Ideal,F,VS2,61.6,55.0,5.29,5.32,3.27,1723
0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2913
1.0,Very Good,F,SI1,62.5,56.0,6.38,6.42,4.0,4643
0.3,Ideal,F,VS2,60.7,56.0,4.32,4.34,2.63,605
0.3,Good,I,SI2,63.3,56.0,4.26,4.3,2.71,351
2.0,Good,J,VS2,61.4,63.0,8.01,8.08,4.94,13542
0.7,Premium,E,SI2,62.9,59.0,5.71,5.64,3.57,2273
0.36,Premium,G,SI2,62.4,58.0,4.58,4.56,2.85,608
0.91,Fair,D,I1,66.2,57.0,6.0,5.94,3.95,2491
1.02,Very Good,F,SI1,60.2,60.0,6.55,6.61,3.96,5077
0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1008
0.53,Ideal,G,VVS2,61.7,54.5,5.2,5.26,3.23,1993
0.55,Ideal,G,VS1,61.5,57.0,5.23,5.28,3.23,1763
0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243
0.81,Premium,H,SI2,61.6,62.0,6.0,5.92,3.67,2313
0.9,Premium,F,SI1,62.3,58.0,6.18,6.12,3.83,4047
0.8,Premium,H,SI2,62.2,58.0,5.99,5.93,3.71,2346
1.03,Premium,I,SI1,61.6,59.0,6.46,6.49,3.99,4362
0.55,Ideal,F,VS2,61.3,55.0,5.29,5.31,3.25,1679
0.33,Ideal,F,VVS2,61.9,56.0,4.46,4.42,2.75,1040
1.0,Ideal,D,SI1,60.6,56.0,6.5,6.54,3.95,5775
0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,872
0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599
1.01,Fair,G,VS2,64.4,58.0,6.25,6.18,4.0,4887
0.7,Ideal,F,SI1,62.2,56.0,5.68,5.7,3.54,2409
1.72,Very Good,F,SI1,63.2,61.0,7.62,7.57,4.8,13622
0.64,Good,G,VS2,64.1,55.3,5.43,5.45,3.49,1906
0.92,Good,E,SI2,61.8,59.0,6.11,6.19,3.8,3744
1.02,Ideal,F,VS1,61.0,56.0,6.52,6.49,3.97,8157
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,5699
0.33,Very Good,G,VS1,60.1,61.0,4.44,4.48,2.68,666
1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48,12891
0.31,Ideal,H,IF,61.4,56.0,4.39,4.41,2.7,789
1.52,Very Good,I,SI1,63.7,58.0,7.23,7.3,4.63,8794
1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28,5913
0.35,Ideal,F,VVS2,62.5,56.0,4.51,4.55,2.83,830
1.0,Ideal,G,VVS2,61.1,58.0,6.43,6.47,3.94,9294
0.4,Ideal,E,VVS1,61.7,55.0,4.76,4.74,2.93,1824
0.42,Very Good,D,SI2,58.6,58.0,4.91,4.98,2.9,625
1.04,Very Good,H,SI1,63.2,57.0,6.45,6.4,4.06,4310
0.3,Ideal,H,SI1,61.9,57.0,4.3,4.32,2.67,450
1.59,Very Good,D,SI2,59.9,59.0,7.6,7.52,4.53,10685
0.31,Good,I,VS1,63.9,55.0,4.3,4.28,2.74,586
2.01,Very Good,I,VS1,63.0,59.0,7.87,7.94,4.98,18500
0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,1349
1.24,Ideal,F,VS2,61.4,57.0,6.98,6.86,4.25,9073
0.69,Very Good,G,VVS1,60.8,55.0,5.74,5.77,3.5,3323
1.04,Premium,H,SI1,62.1,56.0,6.48,6.41,4.01,4316
0.4,Ideal,I,VS1,63.0,56.0,4.72,4.68,2.96,945
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2243
1.58,Very Good,E,SI1,62.9,59.0,7.38,7.43,4.66,12844
2.46,Ideal,G,SI2,63.0,56.0,8.6,8.52,5.44,15745
0.55,Ideal,H,VVS2,61.6,55.0,5.3,5.31,3.26,1668
0.56,Ideal,G,VS1,61.2,54.0,5.36,5.32,3.27,1890
1.01,Premium,D,SI1,62.3,60.0,6.4,6.35,3.97,5939
0.36,Premium,I,IF,59.9,59.0,4.63,4.58,2.76,972
0.28,Good,G,VS2,61.8,61.0,4.2,4.21,2.6,394
1.21,Very Good,I,SI2,63.2,57.0,6.7,6.66,4.22,5014
1.0,Ideal,F,SI1,61.9,56.0,6.36,6.41,3.95,5197
0.31,Good,F,VVS1,63.6,61.0,4.21,4.25,2.69,742
2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121
1.51,Very Good,F,VVS2,61.3,61.0,7.33,7.36,4.5,17203
0.72,Premium,E,VS2,61.1,59.0,5.75,5.8,3.53,2954
0.71,Ideal,F,VS2,62.2,55.0,5.72,5.76,3.57,3405
0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,1011
0.7,Very Good,F,VS2,61.1,62.0,5.64,5.69,3.46,2250
1.05,Ideal,G,VVS2,61.9,57.0,6.51,6.54,4.04,8645
0.42,Ideal,H,SI1,62.9,57.0,4.84,4.76,3.02,898
0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,4063
0.34,Ideal,E,VS2,59.8,56.0,4.55,4.54,2.72,816
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2634
0.53,Ideal,G,VVS2,60.6,56.0,5.25,5.28,3.19,1932
1.03,Good,F,VS2,63.9,59.0,6.35,6.38,4.07,6543
1.2,Premium,G,VVS2,62.8,59.0,6.72,6.65,4.2,10053
0.4,Very Good,G,VVS1,61.7,58.0,4.69,4.71,2.9,1123
1.2,Ideal,G,VS2,62.6,57.0,6.74,6.81,4.24,7413
1.48,Very Good,H,SI1,62.5,59.0,7.16,7.23,4.5,8815
